stacode;stalat;stalon;evdate;evlat;evlon;phase;phiSCerrmin;phiSC;phiSCerrmax;dtSCerrmin;dtSC;dtSCerrmax;SIerrmin;SI;SIerrmax;SIdiff;pair;ppCMBlat;ppCMBlon;misori;filterlow;filterhigh
NC303;61.2251;11.3690;31-Aug-2016;-3.6900;152.7900;SKKS;-17.19;5.63;21.24;0.55;0.75;1.00;-0.97516;-0.86968;-0.76420;0.803466167;disc;70.4526;68.8436;NaN;0.067;0.200
NC303;61.2251;11.3690;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03927;0.13176;0.22425;0.803466167;disc;67.9818;32.0351;NaN;0.067;0.180
NC405;61.1128;11.7153;24-Oct-2009;-6.1300;130.3800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07382;0.13809;0.20236;NaN;same;60.4265;66.0549;NaN;0.067;0.200
NC405;61.1128;11.7153;24-Oct-2009;-6.1300;130.3800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10263;-0.01621;0.07021;NaN;same;63.5359;39.0619;NaN;0.067;0.200
NC602;60.7353;11.5414;30-Aug-2011;-6.3600;126.7600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09975;0.06135;0.22245;NaN;same;58.8440;64.1196;NaN;0.067;0.200
NC602;60.7353;11.5414;30-Aug-2011;-6.3600;126.7600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09766;-0.07257;-0.04748;NaN;same;62.4260;38.7830;NaN;0.067;0.280
NIKU;67.8673;19.0347;21-Jul-2014;-19.7800;-178.4400;SKKS;47.53;55.87;65.73;0.90;1.12;1.36;1.06443;1.16188;1.25933;NaN;same;81.9161;92.2583;NaN;0.067;0.280
NIKU;67.8673;19.0347;21-Jul-2014;-19.7800;-178.4400;SKS;47.53;57.87;71.80;0.68;0.86;1.08;0.78727;0.85218;0.91709;NaN;same;75.0606;30.7290;NaN;0.067;0.200
NIKU;67.8673;19.0347;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06839;0.16412;0.25985;NaN;same;75.9010;94.4106;NaN;0.067;0.200
NIKU;67.8673;19.0347;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04012;0.09018;0.14024;NaN;same;74.4209;41.1824;NaN;0.067;0.200
NIKU;67.8673;19.0347;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01480;0.09089;0.16697;NaN;same;70.2341;95.3314;NaN;0.067;0.220
NIKU;67.8673;19.0347;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07420;0.14084;0.20748;NaN;same;73.2207;54.4860;NaN;0.067;0.200
NOD;63.4428;14.8573;23-Aug-2016;-7.2800;122.4500;SKKS;-92.02;-76.61;-53.60;0.50;1.00;1.64;0.46278;0.57342;0.68407;NaN;same;57.6192;69.0239;NaN;0.067;0.200
NOD;63.4428;14.8573;23-Aug-2016;-7.2800;122.4500;SKS;-71.80;-48.61;-37.42;0.58;0.78;1.10;0.79123;0.86304;0.93485;NaN;same;63.1038;45.9710;NaN;0.067;0.180
NOD;63.4428;14.8573;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23766;-0.18205;-0.12644;NaN;same;70.2446;78.7597;NaN;0.067;0.180
NOD;63.4428;14.8573;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.22587;-0.12020;-0.01454;NaN;same;69.7450;39.8839;NaN;0.067;0.200
NRAU;59.5704;15.0401;15-Apr-2017;-23.2400;-67.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09496;-0.01415;0.06667;NaN;same;44.6362;-21.2251;NaN;0.067;0.200
NRAU;59.5704;15.0401;15-Apr-2017;-23.2400;-67.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07913;0.16871;0.25829;NaN;same;53.2478;-6.7486;NaN;0.067;0.200
NRTU;59.6769;18.6308;24-Sep-2014;-23.8500;-66.5500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.19623;-0.16339;-0.13055;NaN;same;45.5286;-18.1034;NaN;0.067;0.200
NRTU;59.6769;18.6308;24-Sep-2014;-23.8500;-66.5500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.22217;-0.09637;0.02944;NaN;same;53.9693;-2.8928;NaN;0.067;0.200
NSS;64.5307;11.9673;28-May-2016;-56.2000;-26.8900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.29986;-0.17522;-0.05057;NaN;same;43.0707;-0.9146;NaN;0.067;0.200
NSS;64.5307;11.9673;28-May-2016;-56.2000;-26.8900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01604;0.10340;0.19076;NaN;same;55.8127;4.9245;NaN;0.067;0.200
NYNU;59.0047;18.0042;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.07002;-0.00307;0.06387;NaN;same;44.6134;-18.5679;NaN;0.067;0.200
NYNU;59.0047;18.0042;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.05828;0.00679;0.07187;NaN;same;52.9756;-3.8636;NaN;0.067;0.200
ODEU;64.4085;20.7162;23-Aug-2016;-7.2800;122.4500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07603;0.15049;0.22496;NaN;same;56.0042;74.3271;NaN;0.067;0.200
ODEU;64.4085;20.7162;23-Aug-2016;-7.2800;122.4500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12765;0.16394;0.20023;NaN;same;62.4726;53.5534;NaN;0.067;0.200
OSKU;57.1947;16.0994;21-Sep-2013;-7.2600;119.9600;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18980;-0.06878;0.05223;NaN;same;51.6734;61.7106;NaN;0.067;0.160
OSKU;57.1947;16.0994;21-Sep-2013;-7.2600;119.9600;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03831;0.09337;0.14842;NaN;same;56.4156;41.9278;NaN;0.067;0.160
OSTU;60.2298;17.1342;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03284;0.02724;0.08733;NaN;same;45.4732;-20.0086;NaN;0.067;0.260
OSTU;60.2298;17.1342;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26270;-0.18461;-0.10651;NaN;same;54.0272;-5.2967;NaN;0.067;0.260
OSTU;60.2298;17.1342;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.19970;-0.12908;-0.05846;NaN;same;67.3067;72.2586;NaN;0.067;0.200
OSTU;60.2298;17.1342;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.14109;0.19262;0.24414;NaN;same;66.0663;38.9261;NaN;0.067;0.200
OUL;65.0853;25.8964;21-Jul-2007;-22.1500;-65.7800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.09380;0.14039;0.18698;NaN;same;52.5901;-18.1706;NaN;0.067;0.200
OUL;65.0853;25.8964;21-Jul-2007;-22.1500;-65.7800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.17236;-0.09986;-0.02735;NaN;same;60.8405;0.2723;NaN;0.067;0.200
OUL;65.0853;25.8964;08-Jul-2008;-15.9900;-71.7500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15325;-0.10914;-0.06502;NaN;same;54.5764;-23.3298;NaN;0.067;0.260
OUL;65.0853;25.8964;08-Jul-2008;-15.9900;-71.7500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.20694;-0.13867;-0.07040;NaN;same;62.0241;-3.1178;NaN;0.067;0.260
OUL;65.0853;25.8964;28-Aug-2009;-7.1500;123.4300;SKKS;39.44;50.19;59.66;0.70;0.90;1.10;-1.01876;-0.87903;-0.73930;NaN;same;54.9603;78.7521;NaN;0.067;0.200
OUL;65.0853;25.8964;28-Aug-2009;-7.1500;123.4300;SKS;23.26;44.19;65.73;0.60;0.90;1.20;-0.85976;-0.76745;-0.67513;NaN;same;61.9557;59.6843;NaN;0.067;0.200
OUL;65.0853;25.8964;04-Mar-2010;-22.2300;-68.3300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03638;0.14844;0.26051;NaN;same;53.3289;-19.1712;NaN;0.067;0.200
OUL;65.0853;25.8964;04-Mar-2010;-22.2300;-68.3300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09947;0.01111;0.12170;NaN;same;61.3674;0.2201;NaN;0.067;0.200
OUL;65.0853;25.8964;12-Jul-2010;-22.1500;-68.2000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10233;-0.07716;-0.05198;NaN;same;53.2926;-19.1543;NaN;0.067;0.200
OUL;65.0853;25.8964;12-Jul-2010;-22.1500;-68.2000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04051;0.12755;0.21459;NaN;same;61.3377;0.1773;NaN;0.067;0.200
OUL;65.0853;25.8964;30-Aug-2011;-6.3600;126.7600;SKKS;21.24;50.81;67.75;0.60;1.00;1.60;-1.07530;-0.97590;-0.87651;NaN;same;56.1083;80.5963;NaN;0.067;0.260
OUL;65.0853;25.8964;30-Aug-2011;-6.3600;126.7600;SKS;53.60;60.81;67.75;0.70;0.90;1.20;-0.62745;-0.59650;-0.56555;NaN;same;62.7853;60.3614;NaN;0.067;0.260
OUL;65.0853;25.8964;28-Jul-2012;-4.6500;153.1700;SKKS;21.24;31.09;39.44;0.90;1.20;1.60;-0.34176;-0.24363;-0.14549;0.126489888;disc;66.3806;91.5662;NaN;0.067;0.200
OUL;65.0853;25.8964;28-Jul-2012;-4.6500;153.1700;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.01900;0.03146;0.08193;0.126489888;disc;69.2453;57.5505;NaN;0.067;0.200
OUL;65.0853;25.8964;13-Apr-2014;-11.4500;162.0700;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.22293;-0.11426;-0.00558;NaN;same;69.6584;89.8679;NaN;0.067;0.200
OUL;65.0853;25.8964;13-Apr-2014;-11.4500;162.0700;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.13210;0.19264;0.25318;NaN;same;70.1443;50.4814;NaN;0.067;0.200
OUL;65.0853;25.8964;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.00662;0.09513;0.18363;NaN;same;52.6437;-18.1912;NaN;0.067;0.200
OUL;65.0853;25.8964;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.28364;-0.18040;-0.07715;NaN;same;60.8825;0.3242;NaN;0.067;0.200
OUL;65.0853;25.8964;31-Aug-2016;-3.6900;152.7900;SKKS;21.24;33.10;39.44;1.00;1.30;1.70;-1.05796;-0.98019;-0.90243;0.705699823;disc;66.4063;91.4111;NaN;0.067;0.200
OUL;65.0853;25.8964;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.19673;-0.15684;-0.11695;0.705699823;disc;69.2451;57.6879;NaN;0.067;0.200
PAJU;67.0240;23.1130;01-Nov-2014;-19.7000;-177.7900;SKKS;77.87;78.35;83.93;1.54;1.66;1.82;1.91822;2.01413;2.11004;NaN;same;80.0120;91.2832;NaN;0.067;0.180
PAJU;67.0240;23.1130;01-Nov-2014;-19.7000;-177.7900;SKS;71.80;74.35;81.91;1.82;2.06;2.28;2.32596;2.51433;2.70270;NaN;same;73.8817;36.0982;NaN;0.067;0.180
PAJU;67.0240;23.1130;20-Oct-2015;-14.8400;167.3100;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.02607;0.06051;0.14708;NaN;same;73.8410;93.2297;NaN;0.067;0.200
PAJU;67.0240;23.1130;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03994;0.13524;0.23054;NaN;same;72.9516;45.7456;NaN;0.067;0.200
PAJU;67.0240;23.1130;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23510;-0.14195;-0.04881;NaN;same;54.7744;-22.3043;NaN;0.067;0.220
PAJU;67.0240;23.1130;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.09086;0.14600;0.20114;NaN;same;63.2558;-2.3741;NaN;0.067;0.220
PAJU;67.0240;23.1130;31-Aug-2016;-3.6900;152.7900;SKKS;-3.03;3.83;7.08;1.40;1.58;1.76;-0.84125;-0.71509;-0.58893;NaN;same;68.3348;94.8574;NaN;0.067;0.200
PAJU;67.0240;23.1130;31-Aug-2016;-3.6900;152.7900;SKS;-11.12;-2.17;3.03;0.92;1.08;1.24;-1.22430;-1.15565;-1.08699;NaN;same;71.5956;57.8473;NaN;0.067;0.200
PUL;59.7670;30.3170;15-Sep-1999;-20.9300;-67.2800;SKKS;11.12;11.48;11.12;2.00;2.10;2.20;-0.64776;-0.51841;-0.38906;0.127603185;disc;49.9394;-10.8124;NaN;0.067;0.260
PUL;59.7670;30.3170;15-Sep-1999;-20.9300;-67.2800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26146;-0.19309;-0.12473;0.127603185;disc;56.7976;8.0189;NaN;0.067;0.260
PUL;59.7670;30.3170;23-Apr-2000;-28.3100;-62.9900;SKKS;9.10;19.50;31.35;0.60;0.80;1.10;-0.68724;-0.62614;-0.56503;0.397378702;disc;48.1288;-6.2547;NaN;0.067;0.200
PUL;59.7670;30.3170;23-Apr-2000;-28.3100;-62.9900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.16765;-0.14478;-0.12191;0.397378702;disc;55.8565;11.0566;NaN;0.067;0.200
PUL;59.7670;30.3170;30-Aug-2008;-6.1500;147.2600;SKKS;9.10;29.28;45.51;0.80;1.20;1.60;-0.89263;-0.74408;-0.59554;NaN;same;58.7776;82.2319;NaN;0.067;0.240
PUL;59.7670;30.3170;30-Aug-2008;-6.1500;147.2600;SKS;9.10;33.28;49.55;0.60;0.90;1.30;-0.87523;-0.79078;-0.70633;NaN;same;61.8789;56.5998;NaN;0.067;0.240
PUL;59.7670;30.3170;28-Jul-2012;-4.6500;153.1700;SKKS;1.01;17.02;35.39;0.60;0.80;1.00;-0.87589;-0.79804;-0.72019;NaN;same;61.3920;83.8194;NaN;0.067;0.200
PUL;59.7670;30.3170;28-Jul-2012;-4.6500;153.1700;SKS;1.01;19.02;37.42;0.60;0.90;1.20;-0.88663;-0.82405;-0.76147;NaN;same;63.2519;55.8263;NaN;0.067;0.200
PUL;59.7670;30.3170;01-Nov-2014;-19.7000;-177.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.21305;-0.15367;-0.09429;NaN;same;71.1328;73.1896;NaN;0.067;0.200
PUL;59.7670;30.3170;01-Nov-2014;-19.7000;-177.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.03130;0.07446;0.11762;NaN;same;65.0926;41.3508;NaN;0.067;0.200
PUL;59.7670;30.3170;31-Aug-2016;-3.6900;152.7900;SKKS;1.01;12.92;23.26;1.00;1.10;1.40;-1.15433;-1.10958;-1.06483;NaN;same;61.4585;83.7009;NaN;0.067;0.200
PUL;59.7670;30.3170;31-Aug-2016;-3.6900;152.7900;SKS;-3.03;12.92;29.33;0.70;0.90;1.20;-0.86333;-0.82421;-0.78509;NaN;same;63.2781;55.9587;NaN;0.067;0.200
PVF;60.5454;25.8590;31-Aug-2016;-3.6900;152.7900;SKKS;1.01;6.42;13.15;1.60;1.80;2.10;-1.50621;-1.26293;-1.01965;NaN;same;63.8430;81.1513;NaN;0.067;0.260
PVF;60.5454;25.8590;31-Aug-2016;-3.6900;152.7900;SKS;-23.26;-7.58;21.24;0.50;1.10;2.00;-0.68070;-0.56943;-0.45816;NaN;same;64.8976;51.0479;NaN;0.067;0.260
PVF;60.5454;25.8590;21-Sep-2013;-7.2600;119.9600;SKKS;29.33;44.02;63.71;0.40;0.60;0.70;-0.61928;-0.55206;-0.48484;NaN;same;50.4666;72.6574;NaN;0.067;0.260
PVF;60.5454;25.8590;21-Sep-2013;-7.2600;119.9600;SKS;35.39;56.02;71.80;0.40;0.60;0.80;-0.65916;-0.59990;-0.54064;NaN;same;56.9404;55.6505;NaN;0.067;0.260
PVF;60.5454;25.8590;25-Jul-2016;-26.1100;-70.6500;SKKS;37.42;43.85;47.53;0.90;1.00;1.10;-1.15977;-1.09002;-1.02027;0.986319408;disc;49.8291;-13.4943;NaN;0.067;0.250
PVF;60.5454;25.8590;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03395;0.00699;0.04793;0.986319408;disc;57.2070;5.0704;NaN;0.067;0.250
PVF;60.5454;25.8590;12-Jul-2010;-22.1500;-68.2000;SKKS;25.28;46.09;63.71;0.50;0.80;1.20;-0.89719;-0.79103;-0.68488;0.445197185;disc;49.3260;-14.6156;NaN;0.067;0.200
PVF;60.5454;25.8590;12-Jul-2010;-22.1500;-68.2000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.23968;-0.14373;-0.04777;0.445197185;disc;56.7760;3.2902;NaN;0.067;0.200
PVF;60.5454;25.8590;20-Jun-2011;-21.7000;-68.2300;SKKS;21.24;52.37;69.78;0.40;0.80;1.40;-0.85462;-0.72688;-0.59914;0.626114707;disc;49.3425;-14.8624;NaN;0.067;0.200
PVF;60.5454;25.8590;20-Jun-2011;-21.7000;-68.2300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.02697;0.14006;0.25314;0.626114707;disc;56.7904;3.1047;NaN;0.067;0.200
RAF;61.0227;21.7679;21-Jul-2007;-22.1500;-65.7800;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.02623;0.04613;0.11849;NaN;same;47.6473;-17.2807;NaN;0.067;0.200
RAF;61.0227;21.7679;21-Jul-2007;-22.1500;-65.7800;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00118;0.04947;0.10011;NaN;same;55.8635;-1.1226;NaN;0.067;0.200
RAF;61.0227;21.7679;04-Mar-2010;-22.2300;-68.3300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.09088;0.00567;0.10222;NaN;same;48.3999;-18.0849;NaN;0.067;0.200
RAF;61.0227;21.7679;04-Mar-2010;-22.2300;-68.3300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.02051;0.10225;0.18399;NaN;same;56.3924;-1.1797;NaN;0.067;0.200
RAF;61.0227;21.7679;12-Jul-2010;-22.1500;-68.2000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.06210;-0.01603;0.03004;NaN;same;48.3634;-18.0796;NaN;0.067;0.200
RAF;61.0227;21.7679;12-Jul-2010;-22.1500;-68.2000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.06064;-0.00521;0.05022;NaN;same;56.3607;-1.2242;NaN;0.067;0.200
RAF;61.0227;21.7679;20-Jun-2011;-21.7000;-68.2300;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.12408;0.16948;0.21488;NaN;same;48.4027;-18.2712;NaN;0.067;0.200
RAF;61.0227;21.7679;20-Jun-2011;-21.7000;-68.2300;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07978;0.13937;0.19896;NaN;same;56.3645;-1.4225;NaN;0.067;0.200
RAF;61.0227;21.7679;22-Nov-2011;-15.3600;-65.0900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.01851;0.04024;0.09899;NaN;same;47.7992;-19.7950;NaN;0.067;0.260
RAF;61.0227;21.7679;22-Nov-2011;-15.3600;-65.0900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.09427;0.12689;0.15952;NaN;same;55.5980;-4.1596;NaN;0.067;0.260
RAF;61.0227;21.7679;20-Oct-2015;-14.8400;167.3100;SKKS;-23.26;-2.34;15.17;0.50;0.60;0.80;-0.70418;-0.66863;-0.63307;0.628198539;disc;70.4606;72.3246;NaN;0.067;0.200
RAF;61.0227;21.7679;20-Oct-2015;-14.8400;167.3100;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00487;0.08279;0.17044;0.628198539;disc;66.6294;37.1238;NaN;0.067;0.200
RAF;61.0227;21.7679;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01585;0.13523;0.25462;NaN;same;47.6968;-17.2881;NaN;0.067;0.200
RAF;61.0227;21.7679;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.33565;-0.16884;-0.00203;NaN;same;55.9178;-1.0367;NaN;0.067;0.200
RNF;66.6090;26.0135;03-Jun-2008;-10.5100;161.2700;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.04831;0.10949;0.17068;NaN;same;70.1130;94.8410;NaN;0.067;0.200
RNF;66.6090;26.0135;03-Jun-2008;-10.5100;161.2700;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.08960;0.19678;0.30395;NaN;same;71.6289;53.9009;NaN;0.067;0.200
RNF;66.6090;26.0135;08-Jul-2008;-15.9900;-71.7500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.16446;-0.08677;-0.00908;NaN;same;55.7430;-25.2044;NaN;0.067;0.200
RNF;66.6090;26.0135;08-Jul-2008;-15.9900;-71.7500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.06149;0.18806;0.31462;NaN;same;63.4723;-4.5803;NaN;0.067;0.200
RNF;66.6090;26.0135;26-Jun-2010;-10.6300;161.4500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.19131;-0.12916;-0.06701;NaN;same;70.1744;94.8721;NaN;0.067;0.200
RNF;66.6090;26.0135;26-Jun-2010;-10.6300;161.4500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.07511;0.19905;0.32298;NaN;same;71.6487;53.7837;NaN;0.067;0.200
RNF;66.6090;26.0135;12-Jul-2010;-22.1500;-68.2000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.26798;-0.19452;-0.12107;NaN;same;54.5827;-20.8778;NaN;0.067;0.300
RNF;66.6090;26.0135;12-Jul-2010;-22.1500;-68.2000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.06501;-0.00473;0.05555;NaN;same;62.8562;-1.0501;NaN;0.067;0.300
RNF;66.6090;26.0135;29-Jul-2011;-23.7800;179.7600;SKKS;69.78;88.31;-77.87;0.60;0.80;1.10;0.71796;0.81783;0.91770;NaN;same;77.0370;88.0444;NaN;0.067;0.200
RNF;66.6090;26.0135;29-Jul-2011;-23.7800;179.7600;SKS;#NV;-89.69;#NV;0.00;1.10;#NV;0.72564;0.80252;0.87940;NaN;same;72.3181;40.0263;NaN;0.067;0.200
RNF;66.6090;26.0135;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01444;0.18283;0.35121;NaN;same;53.9536;-19.8269;NaN;0.067;0.200
RNF;66.6090;26.0135;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.00471;0.12450;0.25372;NaN;same;62.4096;-0.8409;NaN;0.067;0.200
RNF;66.6090;26.0135;31-Aug-2016;-3.6900;152.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.18753;-0.13997;-0.09240;NaN;same;67.0160;95.3367;NaN;0.067;0.200
RNF;66.6090;26.0135;31-Aug-2016;-3.6900;152.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;0.10407;0.14278;0.18149;NaN;same;70.5934;60.7719;NaN;0.067;0.200
RNF;66.6090;26.0135;24-Sep-2016;-19.8500;-178.2700;SKKS;75.84;84.68;-87.98;1.00;1.30;1.60;0.98860;1.08752;1.18645;NaN;same;78.2878;91.3474;NaN;0.067;0.220
RNF;66.6090;26.0135;24-Sep-2016;-19.8500;-178.2700;SKS;59.66;66.68;77.87;1.00;1.20;1.40;1.16439;1.23457;1.30475;NaN;same;73.0654;40.2359;NaN;0.067;0.220
RNF;66.6090;26.0135;09-May-2017;-14.6000;167.3800;SKKS;83.93;-74.50;-63.71;0.40;0.60;1.00;0.46422;0.50941;0.55460;NaN;same;72.4782;93.7161;NaN;0.067;0.200
RNF;66.6090;26.0135;09-May-2017;-14.6000;167.3800;SKS;61.69;67.50;77.87;0.90;1.30;1.60;0.59972;0.71624;0.83276;NaN;same;72.1332;49.3038;NaN;0.067;0.200
SA03;70.5034;29.0668;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.14884;-0.07281;0.00323;NaN;same;59.3740;-23.9275;NaN;0.067;0.200
SA03;70.5034;29.0668;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.03695;0.04460;0.12615;NaN;same;67.8044;-0.4581;NaN;0.067;0.200
SA04;70.3191;25.4769;04-Aug-2016;-22.3300;-66.0000;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;0.01795;0.13892;0.25989;NaN;same;56.7233;-24.8596;NaN;0.067;0.200
SA04;70.3191;25.4769;04-Aug-2016;-22.3300;-66.0000;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15134;-0.04068;0.06998;NaN;same;65.8798;-5.1436;NaN;0.067;0.200
SA09;69.4536;30.0391;21-Jul-2014;-19.7800;-178.4400;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.12126;-0.08020;-0.03915;NaN;same;77.7010;109.3443;NaN;0.067;0.200
SA09;69.4536;30.0391;21-Jul-2014;-19.7800;-178.4400;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10871;-0.03192;0.04487;NaN;same;75.7638;50.2341;NaN;0.067;0.200
SA09;69.4536;30.0391;01-Nov-2014;-19.7000;-177.7900;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.15927;-0.08817;-0.01706;NaN;same;77.9181;110.4482;NaN;0.067;0.200
SA09;69.4536;30.0391;01-Nov-2014;-19.7000;-177.7900;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.10904;-0.05736;-0.00568;NaN;same;75.8795;50.0707;NaN;0.067;0.200
SA12;68.9731;18.9144;25-Jul-2016;-26.1100;-70.6500;SKKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.02648;0.05485;0.13618;NaN;same;55.1564;-27.1844;NaN;0.067;0.260
SA12;68.9731;18.9144;25-Jul-2016;-26.1100;-70.6500;SKS;NaN;NaN;NaN;NaN;NaN;NaN;-0.06278;-0.02017;0.02244;NaN;same;64.3645;-8.1751;NaN;0.067;0.260
SA13;68.3491;18.8368;01-Nov-2014;-19.7000;-177.7900;SKKS;39.44;42.67;47.53;1.30;1.50;1.70;0.45632;0.60731;0.75830;NaN;same;82.4553;96.9045;NaN;0.067;0.220
SA13;68.3491;18.8368;01-Nov-2014;-19.7000;-177.7900;SKS;31.35;42.67;61.69;0.90;1.60;2.50;0.44243;0.59617;0.74992;NaN;same;75.7410;30.6345;NaN;0.067;0.220
SA19;66.5654;22.1788;01-Nov-2014;-19.7000;-177.7900;SKKS;43.48;63.38;-90.00;0.48;0.82;1.32;0.81012;0.90579;1.00147;NaN;same;80.1837;87.3405;NaN;0.067;0.200
